LapStartTime,LapNumber,LapTime,Compound,TyreLife,TrackStatus,Stint,DistanceToDriverAhead,DriverAhead,Track,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:41:32.188000,6,0 days 00:01:25.863000,MEDIUM,2.0,1,2,178.50638888891626,63,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:40.896000,6,0 days 00:01:26.059000,SOFT,2.0,1,2,421.5563888888719,4,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:42:23.469000,7,0 days 00:01:23.327000,MEDIUM,4.0,1,2,,,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:30.994000,7,0 days 00:01:23.206000,MEDIUM,3.0,1,2,460.2572222222843,44,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:35.814000,7,0 days 00:01:25.235000,HARD,5.0,1,2,557.0063888889017,33,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:39.454000,7,0 days 00:01:25.923000,HARD,4.0,1,2,191.58388888883928,20,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:40.043000,7,0 days 00:01:23.104000,MEDIUM,4.0,1,2,33.41222222222132,8,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:42.464000,7,0 days 00:01:24.720000,SOFT,8.0,1,2,88.06888888898538,18,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:43.054000,7,0 days 00:01:24.570000,MEDIUM,5.0,1,2,90.06055555555213,16,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:45.393000,7,0 days 00:01:25.027000,MEDIUM,4.0,1,2,5.834722222185519,23,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:47.042000,7,0 days 00:01:24.436000,MEDIUM,4.0,1,2,4.963333333369519,5,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:50.783000,7,0 days 00:01:25.140000,MEDIUM,4.0,1,2,81.20638888882604,3,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:51.852000,7,0 days 00:01:25.192000,MEDIUM,3.0,1,2,412.8908333334366,23,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:52.593000,7,0 days 00:01:25.317000,MEDIUM,4.0,1,2,91.60611111103935,26,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:53.564000,7,0 days 00:01:25.540000,SOFT,6.0,1,2,26.6058333333458,11,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:54.236000,7,0 days 00:01:25.772000,SOFT,4.0,1,2,35.925555555506435,7,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:54.888000,7,0 days 00:01:25.864000,MEDIUM,4.0,1,2,46.439166666703386,55,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:56.846000,7,0 days 00:01:25.588000,SOFT,3.0,1,2,212.4888888890091,10,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:42:58.051000,7,0 days 00:01:25.483000,MEDIUM,3.0,1,2,133.26249999997526,63,Budapest,0 days 00:42:05.649000,21.0,75.7,986.3,False,25.6,113,2.1
0 days 00:43:06.955000,7,0 days 00:01:25.172000,SOFT,3.0,1,2,384.2505555555217,4,Budapest,0 days 00:43:05.667000,21.0,76.3,986.3,False,25.6,118,1.6
0 days 00:43:31.493000,6,0 days 00:01:27.230000,MEDIUM,2.0,1,3,5723.428888888826,99,Budapest,0 days 00:43:05.667000,21.0,76.3,986.3,False,25.6,118,1.6
0 days 00:43:46.796000,8,0 days 00:01:22.170000,MEDIUM,5.0,1,2,,,Budapest,0 days 00:43:05.667000,21.0,76.3,986.3,False,25.6,118,1.6
0 days 00:43:54.200000,8,0 days 00:01:22.741000,MEDIUM,4.0,1,2,421.07583333342336,44,Budapest,0 days 00:43:05.667000,21.0,76.3,986.3,False,25.6,118,1.6
0 days 00:44:01.049000,8,0 days 00:01:24.539000,HARD,6.0,1,2,731.4697222222312,33,Budapest,0 days 00:43:05.667000,21.0,76.3,986.3,False,25.6,118,1.6
0 days 00:44:03.147000,8,0 days 00:01:23.649000,MEDIUM,5.0,1,2,80.85361111106977,20,Budapest,0 days 00:43:05.667000,21.0,76.3,986.3,False,25.6,118,1.6
0 days 00:44:05.377000,8,0 days 00:01:24.361000,HARD,5.0,1,2,159.12444444442735,18,Budapest,0 days 00:43:05.667000,21.0,76.3,986.3,False,25.6,118,1.6
0 days 00:44:07.184000,8,0 days 00:01:24.978000,SOFT,9.0,1,2,31.67416666679128,8,Budapest,0 days 00:44:05.665000,21.1,76.1,986.2,False,25.6,99,1.2
